Timestamp,Latitude,Longitude,Bearing,Altitude,Speed (km/h),Location Accuracy (m),Accelerometer X,Accelerometer Y,Accelerometer Z
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4341736,9.45845,-0.2531128
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5179596,9.235779,-0.4398651
2020/01/28 - 17:51:59,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.491623,9.2070465,-0.5571747
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4581146,9.326767,-0.55477905
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5371246,9.434509,-0.37521362
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6352844,9.3411255,-0.037628174
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.673584,9.317184,0.007858276
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.582611,9.353104,-0.31297302
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4293823,9.309998,-0.5667572
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.3479767,9.336334,-0.48295593
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4892273,9.365067,-0.21240234
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4509277,9.415344,0.0054626465
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.3431854,9.468018,-0.0017242432
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4054413,9.381836,-0.25790405
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.3671265,9.367462,-0.42070007
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.2282715,9.384232,-0.17170715
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.2162933,9.444077,0.09883118
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.297699,9.427322,0.10601807
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.3910675,9.353104,-0.09030151
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.491623,9.312393,-0.27226257
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5514832,9.343521,-0.3153534
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6520386,9.329163,-0.29859924
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.7813263,9.348312,-0.15734863
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.965683,9.487167,0.024612427
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.1213074,9.393799,0.23051453
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.0758057,9.247757,0.19700623
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.8363953,9.159164,-0.07594299
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.8411865,9.053818,-0.22198486
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.1452484,9.171143,-0.08073425
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.23143,9.314789,0.091659546
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.1380615,9.3411255,-0.111846924
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.1404572,9.360275,-0.21002197
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.2194672,9.324371,-0.049606323
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.2529907,9.30043,-0.040023804
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.1572113,9.412949,0.055740356
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.104538,9.4991455,0.43162537
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.123703,9.511124,0.5345764
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.0111694,9.489563,0.25205994
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.71669,9.400986,-0.0687561
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6544342,9.317184,-0.16212463
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6304932,9.295639,-0.20523071
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4197998,9.2621155,-0.1836853
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.3623352,9.2812805,-0.20762634
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5634613,9.336334,-0.042419434
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.6592255,9.434509,0.216156
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5897827,9.465622,0.12756348
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5083923,9.333939,-0.38479614
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.486847,9.266907,-0.73194885
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.3982544,9.369858,-0.6074524
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.1660156,9.290848,-0.62420654
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0079956,9.336334,-0.8540497
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.1013794,9.551819,-0.6074524
2020/01/28 - 17:52:00,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.297699,9.614075,-0.24832153
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4940186,9.479996,-0.1669159
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.352768,9.377045,-0.6864624
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.1229248,9.403381,-1.1413574
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0582733,9.523087,-1.119812
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0343323,9.501541,-0.82533264
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0989838,9.446472,-0.78222656
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0463104,9.43689,-0.9689789
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8523712,9.429718,-1.1246033
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8451996,9.535065,-1.0695343
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.9481506,9.503937,-0.8325043
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.945755,9.542236,-0.65293884
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0223694,9.666733,-0.530838
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0774384,9.606888,-0.6792755
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.053482,9.549423,-0.8636322
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8763123,9.441681,-0.9905243
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.7925262,9.424927,-1.2562866
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8092804,9.372253,-1.2347412
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8811035,9.518295,-0.9139099
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.9720917,9.659561,-0.6433716
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8547668,9.539841,-0.822937
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.6488647,9.405777,-1.2251587
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5124054,9.422531,-1.4526062
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5722504,9.508728,-1.3424683
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.519577,9.518295,-1.1916351
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5100098,9.614075,-1.0264435
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5531006,9.621246,-1.0025024
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5722504,9.702652,-1.1772766
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.4788818,9.7912445,-1.1461487
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.4381866,9.7170105,-1.1078339
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.3855133,9.657166,-1.1844482
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.17482,9.642792,-1.1844482
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.985672,9.642792,-1.2921906
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.93299866,9.676315,-1.392746
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.85398865,9.724197,-1.2155762
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.6026001,9.7122345,-1.0886841
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.26023865,9.640396,-1.2658539
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.2195282,9.535065,-1.2203674
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.30812073,9.513504,-1.253891
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.36557007,9.468018,-1.4262695
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.39909363,9.484787,-1.3257141
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.8300476,9.530273,-1.2251587
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.1365051,9.590118,-1.3640137
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.4262085,9.551819,-1.4238739
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5842285,9.463226,-1.4071198
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.598587,9.621246,-1.30896
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5459137,9.695465,-1.3257141
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.4764862,9.547028,-1.5316162
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5578918,9.298035,-1.8859558
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.7206879,9.247757,-2.0463715
2020/01/28 - 17:52:01,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8020935,9.448868,-1.9386292
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8643494,9.657166,-1.6465302
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.9840546,9.638016,-1.4454193
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.1037598,9.506332,-1.5076752
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0941925,9.434509,-1.6273804
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0941925,9.439285,-1.6944275
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.151657,9.463226,-1.7423096
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.9888458,9.472809,-1.6465302
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.92659,9.331558,-1.550766
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0391235,9.099319,-1.8260956
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0511017,9.132828,-2.1445312
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.1372833,9.309998,-2.1588898
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.1851654,9.408173,-1.5459747
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.32164,9.367462,-1.22995
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.3958588,9.276489,-1.440628
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.3431854,9.264511,-1.7039948
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.2809448,9.405777,-1.8692017
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.3336182,9.444077,-1.5603485
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4700775,9.381836,-1.2802277
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.3359985,9.264511,-1.5627441
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.060669,9.120865,-1.7375183
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.060669,9.254944,-1.6273804
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0750427,9.377045,-1.6489258
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8308258,9.219025,-1.7183685
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.866745,9.075378,-2.127777
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.1348877,9.113678,-2.4581757
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.1061554,9.216629,-2.3623962
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0056,9.412949,-2.132553
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.108551,9.501541,-1.8835602
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.139679,9.408173,-1.9362335
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0678558,9.41774,-1.9936981
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0582733,9.427322,-2.0559387
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0965881,9.544632,-1.9553833
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0415192,9.614075,-1.945816
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0463104,9.599701,-1.9841156
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0151825,9.592514,-2.0080566
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0223694,9.549423,-1.9386292
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.1253204,9.453659,-1.7231445
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.132492,9.389008,-1.7973785
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8715363,9.276489,-2.0272217
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.677597,9.015518,-2.108612
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.92659,8.895813,-2.3983154
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.4437408,8.931717,-2.5180206
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5323334,8.986786,-2.4150696
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.266571,9.118469,-2.352829
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.1037598,9.151993,-2.5180206
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0127869,9.053818,-2.7670288
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8715363,9.099319,-2.9010925
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.92659,9.264511,-2.4438019
2020/01/28 - 17:52:02,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0199738,9.360275,-2.0559387
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0343323,9.511124,-1.866806
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.9816589,9.508728,-1.9577789
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.866745,9.451263,-2.1900177
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.8954773,9.484787,-2.2163544
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.7829437,9.561401,-2.1517181
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.653656,9.585342,-2.0152435
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5411224,9.489563,-2.024826
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.3112793,9.355499,-2.2642365
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.1125641,9.25972,-2.5611267
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.9425812,9.343521,-2.328888
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.8970947,9.432114,-1.8931427
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.73428345,9.4776,-2.005661
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.47091675,9.441681,-2.2690277
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.41107178,9.424927,-2.3145142
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.44218445,9.489563,-1.9649658
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.2769928,9.544632,-1.7806091
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.20756531,9.664352,-1.9290466
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.17883301,9.690689,-1.5794983
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.008834839,9.604492,-1.2826233
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,-0.05819702,9.5542145,-1.6010437
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,-0.019882202,9.535065,-1.5890808
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.15489197,9.626038,-1.0767212
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.3272705,9.781662,-0.8540497
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.46852112,9.764908,-0.9833374
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.4900818,9.767303,-1.143753
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.68400574,9.762512,-1.0455933
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,0.9162445,9.724197,-0.8540497
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.0574951,9.652374,-0.8923645
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.0455322,9.628433,-0.9713745
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.0335541,9.690689,-0.88038635
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.1077728,9.788849,-0.743927
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.2131195,9.690689,-0.7702637
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.1412964,9.530273,-1.1293945
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.040741,9.381836,-1.337677
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.2035522,9.389008,-1.0551758
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5626831,9.67392,-0.38479614
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.6704102,9.824753,-0.0017242432
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.5937958,9.587738,-0.44943237
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.4908447,9.439285,-0.9809418
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.495636,9.5542145,-0.8732147
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,1.7781525,9.657166,-0.37521362
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.0439148,9.748138,-0.10467529
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.290512,9.671524,-0.26029968
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.2641754,9.573364,-0.57392883
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.5323334,9.7170105,-0.5978699
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,2.8842773,9.618851,-0.39675903
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.0063782,9.434509,-0.55477905
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.171585,9.539841,-0.6577301
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.5091705,9.750534,-0.20043945
2020/01/28 - 17:52:03,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.7078857,9.5781555,0.022216797
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.7390137,9.266907,-0.6960449
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.499588,9.154373,-1.1222076
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,3.64563,9.147202,-1.0910797
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,4.0430756,9.130432,-0.798996
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,4.265732,9.271698,-0.24113464
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,4.2369995,9.092133,0.25445557
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,4.2441864,8.850311,-0.35127258
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,4.337555,8.76413,-0.71998596
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,4.538666,8.704269,-0.8133545
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,4.7589417,8.682724,-0.8444824
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,4.9121704,8.680328,-0.40873718
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,5.2329865,8.725815,-0.085510254
2020/01/28 - 17:52:04,60.35965446,25.07362992,0.0,35.5880126953125,0.0,51.456,5.6232452,8.721024,0.20178223
